500f5d5293e83dfe0abb3c0842d215c348829966,昨天 03:02,天月动漫&发布组,[天月搬运组] 盾之勇者成名录 第二季 / Tate no Yuusha no Nariagari S02 - 08 [1080P][简繁日外挂] [复制磁连],158.5MB
45ed9968006f7833fa45f7d38845de2dc6aa9818,2022/05/25 09:53,桜都字幕组,[桜都字幕组] 间谍家家酒 / Spy x Family [07][1080p][繁体内嵌] [复制磁连],422.15 MB
8f698f1c6359ab3c24b66f63961ce8daa4064961,2022/05/25 09:52,桜都字幕组,[桜都字幕组] 间谍过家家 / Spy x Family [07][1080p][简体内嵌] [复制磁连],422.37 MB
1a419efaf667290ee67bbd14d9ab95a54816c218,2022/05/25 08:35,幻樱字幕组,【幻樱不够热】【5月新番】【真·一骑当千 Shin Ikki Tousen】【02】【BIG5_MP4】【1280X720】 [复制磁连],179.83 MB
013393a599478af2570a3681b3e88367c82c5440,2022/05/25 08:35,幻樱字幕组,【幻樱不够热】【5月新番】【真·一骑当千 Shin Ikki Tousen】【02】【GB_MP4】【1280X720】 [复制磁连],179.86 MB
50878c3e68ae0e9308f26359ffe2f4e3e2e39e75,2022/05/25 08:33,幻樱字幕组,【幻樱不够热】【5月新番】【真·一骑当千 Shin Ikki Tousen】【02】【BIG5_MP4】【1920X1080】 [复制磁连],418.6MB
b7cd819627d19ecbe611142565c1baa867bad219,2022/05/25 08:33,幻樱字幕组,【幻樱不够热】【5月新番】【真·一骑当千 Shin Ikki Tousen】【02】【GB_MP4】【1920X1080】 [复制磁连],418.7MB
1a045367dc4075a297d267111064057a1849d610,2022/05/25 07:21,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[派对浪客诸葛孔明/派对咖孔明/Paripi Koumei/Ya Boy Kongming][07][1080p][繁日双语][招募翻译校对] [复制磁连],360.16 MB
2b823d93901cd5aed3cfc5a255bf301023eebbba,2022/05/25 07:21,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[派对浪客诸葛孔明/派对咖孔明/Paripi Koumei/Ya Boy Kongming][07][720p][繁日双语][招募翻译校对] [复制磁连],186.23 MB
dca4d87ce74db4081bf9b348ba6c7e4f39a48978,2022/05/25 07:13,生肉/不明字幕,"41yrs ago - [1981-1985] GoShogun_战国魔神豪将军(宇宙王,戦国魔神ゴーショーグン)_TV.MOVIE [复制磁连]",138.4GB
8a73349cbf1c1d7ee5bd3dc52f4b856e1b3fda5e,2022/05/25 02:47,天月动漫&发布组,"[Skymoon-Raws] 勇者、辞职不干了 / Yuusha, Yamemasu - 08 [ViuTV][WEB-DL][1080p][AVC AAC][繁体外挂][MP4+ASS](正式版本) [复制磁连]",309.3MB
3ba1196adad1ffa892541eb2735c84160476fb5c,2022/05/25 02:36,天月动漫&发布组,"[Skymoon-Raws] 勇者、辞职不干了 / Yuusha, Yamemasu - 08 [ViuTV][WEB-RIP][1080p][AVC AAC][CHT][SRT][MKV](先行版本) [复制磁连]",293.9MB
be9f24b510dc57e72d003d612fbf685c7a5ff1af,2022/05/25 01:45,动漫萌,[动漫萌][4月新番][间谍过家家/间谍家家酒/Spy X Family ][BIG5][04][1080P](字幕组招募内详) [复制磁连],475.06 MB
7853b74ca6d266870f17b279f768bdc5b12a4487,2022/05/25 01:44,动漫萌,[动漫萌][4月新番][间谍过家家/间谍家家酒/Spy X Family ][GB][04][1080P](字幕组招募内详) [复制磁连],475.71 MB
775d58f077fd02bf1244fb44419d5a7824812906,2022/05/25 01:29,LoliHouse,[喵萌奶茶屋&LoliHouse] 派对浪客诸葛孔明 / 派对咖孔明 / Paripi Koumei / Ya Boy Kongming - 07 [WebRip 1080p HEVC-10bit AAC][简繁日内封字幕] [复制磁连],338.23 MB
3eac7b54dc556d7bda9075a7a151350c76572b18,2022/05/25 01:12,生肉/不明字幕,[慕留人 -火影忍者新世代-][Boruto -Naruto Next Generations-][250][BIG5][1080P][MP4] [复制磁连],322.3MB
456f41bb244c42998c87631ffb78f82243eb4137,2022/05/25 01:04,喵萌奶茶屋,【喵萌Production】★01月新番★[CUE! 短篇动画/CUE! Short Anime][05-06][BDRip][1080p][繁日双语][招募翻译] [复制磁连],124 MB
1f6b72d72744f39daf77d1759d291dfe8d552937,2022/05/25 01:03,喵萌奶茶屋,【喵萌Production】★01月新番★[CUE! 短篇动画/CUE! Short Anime][05-06][BDRip][1080p][简日双语][招募翻译] [复制磁连],124.01 MB
125602520a05c02d20cbba21b19bdd607ce6cbce,2022/05/25 00:24,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[处刑少女的生存之道/処刑少女の生きる道/Shokei Shoujo no Virgin Road][06][WebRip 1080p HEVC-10bit AAC][简繁内封][招募翻译校对] [复制磁连],480.98 MB
a7c074841703bcab8ac83346bbe7bae55204a8b8,2022/05/25 00:23,极影字幕社,【极影字幕社】★1月新番 进化果实 第01-12话 BIG5 720P MP4（字幕社招人内详） [复制磁连],2.51 GB
4202147789a4c2d73c5e9953f579e908014294a0,2022/05/25 00:23,极影字幕社,【极影字幕社】★1月新番 进化果实 第01-12话 BIG5 1080P MP4（字幕社招人内详） [复制磁连],5.06 GB
9ca2a6a476135c17e96557b4e38ff61b28731e42,2022/05/25 00:22,诸神字幕组,[诸神字幕组][间谍过家家][Spy x Family][07][简繁日语字幕][1080P][MKV HEVC] [复制磁连],315.2 MB
0670f8b88aa31cb8fb5108ed667e72c934aae9bb,2022/05/25 00:22,极影字幕社,【极影字幕社】★1月新番 进化果实 第01-12话 GB 720P MP4（字幕社招人内详） [复制磁连],2.51 GB
bf68a060fa7731e9a11c551d4e2cec2eb764152e,2022/05/25 00:22,极影字幕社,【极影字幕社】★1月新番 进化果实 第01-12话 GB 1080P MP4（字幕社招人内详） [复制磁连],5.06 GB
606fae323e4cdb317fefd61a6cc3bff986fac4b5,2022/05/25 00:22,诸神字幕组,[诸神字幕组][间谍过家家][Spy x Family][07][简日双语字幕][720P][CHS HEVC MP4] [复制磁连],179.47 MB
eb12ea20a2b00ccb9ddba2d42ccfa4c86a8ee3d8,2022/05/25 00:22,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[处刑少女的生存之道/処刑少女の生きる道/Shokei Shoujo no Virgin Road][05][WebRip 1080p HEVC-10bit AAC][简繁内封][招募翻译校对] [复制磁连],340.49 MB
792a0a23f3b13c4f5766901020741516654d508c,2022/05/25 00:21,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[处刑少女的生存之道/処刑少女の生きる道/Shokei Shoujo no Virgin Road][06][1080p][繁体][招募翻译校对] [复制磁连],501.9 MB
9ba771accdb7f4716d419e12ebb9f86afaf8a4e7,2022/05/25 00:20,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[处刑少女的生存之道/処刑少女の生きる道/Shokei Shoujo no Virgin Road][06][720p][繁体][招募翻译校对] [复制磁连],236.34 MB
8c314a2518def60824a561e8d60b525042adc341,2022/05/25 00:20,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[处刑少女的生存之道/処刑少女の生きる道/Shokei Shoujo no Virgin Road][05][1080p][繁体][招募翻译校对] [复制磁连],360.2 MB
759b28e3367c96de5df41228f77de8be397b3ac0,2022/05/25 00:20,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[处刑少女的生存之道/処刑少女の生きる道/Shokei Shoujo no Virgin Road][05][720p][繁体][招募翻译校对] [复制磁连],159.04 MB
4e5cbcb3467531eebd54ac13d3a62b65f09c1fec,2022/05/25 00:18,Lilith-Raws,[Lilith-Raws] 键等 / Kaginado S02 - 07 [Baha][WEB-DL][1080p][AVC AAC][CHT][MP4] [复制磁连],116.88 MB
8a60706b1345a88876cb327c9ce80945a562de9d,2022/05/25 00:09,NaN-Raws,[NaN-Raws]键等_第二季[19][Bahamut][WEB-DL][1080P][AVC_AAC][CHT][MP4][bangumi.online] [复制磁连],116.9 MB
237117d37e195b5a5be35109a70032653a2c035a,2022/05/25 00:06,ANi,[ANi] KAGINADO S2 - 键等 第二季 - 19 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4] [复制磁连],117.11 MB
99aca42298b0ba926ebcc813ceb26b81d309d011,2022/05/25 00:06,NC-Raws,[NC-Raws] 键等 第二季 / Kaginado S2 - 19 (Baha 1920x1080 AVC AAC MP4) [复制磁连],116.9 MB
7ecdafa7e7881278ba0aec33ed1f0bf2fc0947d3,2022/05/24 23:58,Lilith-Raws,"[Lilith-Raws x WitEx.io] 勇者、辞职不干了 / Yuusha, Yamemasu - 08 [Baha][WEB-DL][1080p][AVC AAC][CHT][MP4] [复制磁连]",361.62 MB
7861ad59477289ccf2ac5f1abac2e6bae4540d53,2022/05/24 23:51,极影字幕社,【极影字幕社】LoveLive！ 虹咲学园学园偶像同好会 第2期 第07集 BIG5 AVC 1080p [复制磁连],317.78 MB
c1d3c30a4fd33e09ca0b219f79b60b2ce102c832,2022/05/24 23:51,极影字幕社,【极影字幕社】LoveLive！ 虹咲学园学园偶像同好会 第2期 第07集 BIG5 AVC 720p [复制磁连],179.14 MB
d3a0c980bfc36c01ec85883e5420986b0df9782a,2022/05/24 23:50,极影字幕社,【极影字幕社】LoveLive！ 虹咲学园学园偶像同好会 第2期 第06集 BIG5 AVC 1080p [复制磁连],369.79 MB
c424bb3a92bf7e38a28c926e3d00dcebfc06c786,2022/05/24 23:50,极影字幕社,【极影字幕社】LoveLive！ 虹咲学园学园偶像同好会 第2期 第06集 BIG5 AVC 720p [复制磁连],214.84 MB
d66593b802a071e1c7942eecba47abfd284e1627,2022/05/24 23:49,极影字幕社,【极影字幕社】LoveLive！ 虹咲学园学园偶像同好会 第2期 第05集 BIG5 AVC 1080p [复制磁连],289.2 MB
c8d081ebde6abafc0022c8b6fff85a35dd1046b1,2022/05/24 23:49,极影字幕社,【极影字幕社】LoveLive！ 虹咲学园学园偶像同好会 第2期 第05集 BIG5 AVC 720p [复制磁连],163.77 MB
cf6f413eae5004568f9055c843b680e1fd243ccc,2022/05/24 23:36,诸神字幕组,[诸神字幕组][夏日重现][Summer Time Rendering][06][简日双语字幕][720P][CHS HEVC MP4] [复制磁连],203.45 MB
032dc8aca4b592ec9a1874c1dbb0ed39df5589a1,2022/05/24 23:36,诸神字幕组,[诸神字幕组][夏日重现][Summer Time Rendering][06][简繁日语字幕][1080P][MKV HEVC] [复制磁连],455.25 MB
8a78882d46f17ae17821961e8ee024ed6b3eb08b,2022/05/24 23:11,生肉/不明字幕,[国漫]紫川_1920x904_紫川_25集 [复制磁连],445.77 MB
48875cd1a9d4c86abf74cfd5d9468f2abd776e41,2022/05/24 23:11,生肉/不明字幕,[国漫]雪鹰领主_1920x804_雪鹰领主_75集 [复制磁连],367.41 MB
5be6dbc57a63d6247f645bc897c3f0143eb59ab6,2022/05/24 23:10,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[相合之物/Deaimon][07][1080p][繁体][招募翻译校对] [复制磁连],453.48 MB
1d5f5f80171384d7a1f7dee7977c61dfa487aad7,2022/05/24 23:10,喵萌奶茶屋,【喵萌奶茶屋】★04月新番★[相合之物/Deaimon][07][720p][繁体][招募翻译校对] [复制磁连],148.57 MB
78265892a34d668939c2e88708b1ffffd0c80c92,2022/05/24 23:09,生肉/不明字幕,[国漫]武神主宰_1920x1080_武神主宰_234集 [复制磁连],270 MB
987318721d10afc284aee3b1e631bc508090a3a3,2022/05/24 23:08,生肉/不明字幕,[国漫]无上神帝_1920x1080_无上神帝_172集 [复制磁连],192.01 MB
ed718b8af3051981826489c7a6087bd9b0809b5d,2022/05/24 23:08,生肉/不明字幕,[国漫]万域封神_1920x1080_万域封神_46集 [复制磁连],319.96 MB
03e229d0821fd756497d3fa4daba68ecd7992fe6,2022/05/24 23:07,生肉/不明字幕,[国漫]万界仙踪_1920x1080_万界仙踪_273集 [复制磁连],189.96 MB
79cee37a45ad717811990f6dcf582e88b429e000,2022/05/24 23:06,生肉/不明字幕,[国漫]神医九小姐_1920x1080_神医九小姐_54集 [复制磁连],269.87 MB
d23b653c6503ec8cc13ad660f9583a52061598a0,2022/05/24 23:06,生肉/不明字幕,[国漫]逆天至尊_1920x1080_逆天至尊_95集 [复制磁连],239.59 MB
f96637a7b620a31532fed0653bbecb3e23f31deb,2022/05/24 23:05,生肉/不明字幕,[国漫]灵剑尊_1920x1080_灵剑尊_282集 [复制磁连],294.03 MB
63fdc7b8185620fe4be4324cd4e9ccf16b716de9,2022/05/24 23:04,生肉/不明字幕,[国漫]独步逍遥_1920x1080_独步逍遥_210集 [复制磁连],340.19 MB
0c83536a9be29db3f6ea8c6518bdeace23e03b01,2022/05/24 23:01,生肉/不明字幕,最后的召唤师 第6话 [复制磁连],364.19 MB
2375ff7b1c72a6cc4fb05d4bde5dd3d4d71e2fba,2022/05/24 22:49,orion个人发布,[猎户不鸽发布组] 明日酱的水手服/明日同学的水手服 Akebi-chan no Sailor-fuku [12v3] [1080p] [简中内嵌] [H265 AAC] [2022年1月番] [复制磁连],411.1 MB
2b609a2ca1c8a5e11a5b17007304369a33f2dbc5,2022/05/24 22:38,NaN-Raws,[NaN-Raws]勇者、辞职不干了[8][Bahamut][WEB-DL][1080P][AVC_AAC][CHT][MP4][bangumi.online] [复制磁连],361.78 MB
8befe9f3eab983100dd46184fe6e737f0d5de6cb,2022/05/24 22:32,ANi,[ANi] Im Quitting Heroing - 勇者、辞职不干了 - 08 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4] [复制磁连],361.93 MB
6e56c63558abd727c40e4c7f327b2fe249705936,2022/05/24 22:31,NC-Raws,"[NC-Raws] 勇者辞职不干了 / Yuusha, Yamemasu - 08 (B-Global 1920x1080 HEVC AAC MKV) [复制磁连]",642.99 MB
18fcedf93932d28776e919348a763cd2e6d25469,2022/05/24 22:30,NC-Raws,"[NC-Raws] 勇者、辞职不干了 / Yuusha, Yamemasu - 08 (Baha 1920x1080 AVC AAC MP4) [复制磁连]",361.78 MB
be8ce8bca5ad0978c4d0cbaceb91d121e38beb7e,2022/05/24 21:57,悠哈璃羽字幕社,【悠哈璃羽字幕社】[间谍家家酒 / Spy x Family][05][x264 1080p][CHT] [复制磁连],525.08 MB
4977da4cb3bbc977c8a96aed88d7f5104072fa3b,2022/05/24 21:56,悠哈璃羽字幕社,【悠哈璃羽字幕社】[间谍过家家 / Spy x Family][05][x264 1080p][CHS] [复制磁连],525.31 MB
a5d65fc3ea057e5a64a70ac2289977a3c5fd799c,2022/05/24 21:00,NC-Raws,[NC-Raws] 不白吃话山海经 / Foodie Boy’s Classic of Mountains & Seas - 33 (B-Global Donghua 1920x1080 HEVC AAC MKV) [复制磁连],94.96 MB
cd550599fca39b40f69759927afed234b0f4fc91,2022/05/24 20:01,NC-Raws,[NC-Raws] 凡人修仙传 / A Record Of Mortal's Journey To Immortality - 51 (B-Global Donghua 1920x1080 HEVC AAC MKV) [复制磁连],488.3 MB
b960844c2696f2e092ca5298da5007fcaa6fd29a,2022/05/24 20:00,NC-Raws,[NC-Raws] 我的异界之旅 / My Journey in an Alternate World - 39 (B-Global Donghua 1920x1080 HEVC AAC MKV) [复制磁连],287.37 MB
e1c9a68deb93ac5015fdb39ab0be22aff51ab026,2022/05/24 19:53,漫猫字幕组&爱恋字幕组  爱恋字幕社  漫猫字幕组,"[爱恋&漫猫字幕组][4月新番][社畜小姐想被幼女幽灵治愈][Ms. Corporate Slave Wants to be Healed by a Loli Spirit, Shachisaretai][07][1080p][MP4][简中] [复制磁连]",325.4 MB
1e0c45de0359b038e6b76c25650690a22361806c,2022/05/24 19:53,漫猫字幕组&爱恋字幕组  爱恋字幕社  漫猫字幕组,"[爱恋&漫猫字幕组][4月新番][社畜想被幼女幽灵疗愈][Ms. Corporate Slave Wants to be Healed by a Loli Spirit, Shachisaretai][07][1080p][MP4][繁中] [复制磁连]",325.6 MB
3bbbc0eb8736ebfa3fdab2d3d5a14eacb32c5f37,2022/05/24 19:53,漫猫字幕组&爱恋字幕组  爱恋字幕社  漫猫字幕组,"[爱恋&漫猫字幕组][4月新番][社畜小姐想被幼女幽灵治愈][Ms. Corporate Slave Wants to be Healed by a Loli Spirit, Shachisaretai][06][1080p][MP4][简中] [复制磁连]",425.23 MB
